qid_date,3068,60
20211207,0,3
20211208,3,3
20211209,0,3
20211210,0,0
20211213,2,0
20211214,3,0
20211215,1,4
20211216,3,4
20211217,3,2
20211220,0,2
20211221,0,2
20211222,3,2
20211223,3,2
20211224,1,0
20211227,3,3
20211228,3,3
20211229,0,2
20211230,0,1
20211231,3,1
20220104,3,2
20220105,1,2
20220106,1,0
20220107,3,3
20220110,0,3
20220111,0,3
20220112,1,1
20220113,3,2
20220114,3,2
20220117,1,2
20220118,0,3
20220119,3,3
20220120,3,3
20220121,1,4
20220124,1,4
20220125,3,2
20220126,3,2
20220127,0,2
20220128,0,2
20220207,1,3
20220208,3,3
20220209,1,0
20220210,0,4
20220211,0,0
20220214,0,0
20220215,0,0
20220216,1,3
20220217,1,3
20220218,1,0
20220221,1,4
20220222,1,2
20220223,0,2
20220224,3,1
20220225,3,3
20220228,0,3
20220301,1,3
20220302,1,0
20220303,1,1
20220304,3,1
20220307,0,3
20220308,4,3
20220309,1,3
20220310,1,1
20220311,1,0
20220314,3,0
20220315,0,2
20220316,2,3
20220317,3,3
20220318,3,4
20220321,1,4
20220322,4,1
20220323,4,0
20220324,2,0
20220325,0,0
20220328,0,1
20220329,4,1
20220330,1,1
20220331,1,3
20220401,2,3
20220406,2,0
20220407,0,0
20220408,2,1
20220411,1,1
20220412,1,2
20220413,1,2
20220414,0,2
20220415,4,2
20220418,4,2
20220419,4,1
20220420,1,4
20220421,1,4
20220422,0,0
20220425,0,2
20220426,3,2
20220427,3,2
20220428,0,3
20220429,1,3
20220505,4,3
20220506,4,4
20220509,3,2
20220510,3,2
20220511,1,2
20220512,1,3
20220513,0,3
20220516,4,2
20220517,2,1
20220518,2,1
20220519,2,1
20220520,0,1
20220523,0,0
20220524,3,2
20220525,3,2
20220526,4,2
20220527,4,3
20220530,4,4
20220531,4,4
20220601,2,2
20220602,2,2
20220606,3,3
20220607,3,0
20220608,4,1
20220609,4,1
20220610,4,3
20220613,4,3
20220614,1,3
20220615,1,0
20220616,1,0
20220617,4,0
20220620,4,2
20220621,4,2
20220622,3,2
20220623,1,4
20220624,1,0
20220627,4,1
20220628,4,3
20220629,4,2
20220630,3,2
20220701,3,3
20220704,3,3
20220705,4,3
20220706,4,4
20220707,4,2
20220708,1,2
20220711,1,3
20220712,3,3
20220713,3,3
20220714,4,2
20220715,4,2
20220718,0,2
20220719,1,3
20220720,1,3
20220721,1,3
20220722,3,2
20220725,3,0
20220726,3,3
20220727,3,3
20220728,4,1
20220729,4,4
20220801,4,0
20220802,1,0
20220803,3,3
20220804,3,3
20220805,3,2
20220808,3,2
20220809,1,2
20220810,1,0
20220811,1,3
20220812,3,3
20220815,3,1
20220816,3,4
20220817,3,4
20220818,2,0
20220819,3,3
20220822,4,3
20220823,1,1
20220824,1,1
20220825,3,4
20220826,3,4
20220829,3,3
20220830,2,3
20220831,0,2
20220901,1,2
20220902,1,3
20220905,3,3
20220906,3,4
20220907,3,4
20220908,3,0
20220909,4,3
20220913,1,3
20220914,1,0
20220915,3,1
20220916,3,2
20220919,3,3
20220920,3,3
20220921,0,0
20220922,0,0
20220923,3,4
20220926,3,3
20220927,3,3
20220928,2,1
20220929,0,0
20220930,2,0
20221010,3,2
20221011,3,2
20221012,3,4
20221013,4,4
20221014,4,0
20221017,3,3
20221018,3,3
20221019,3,2
20221020,4,2
20221021,4,4
20221024,2,3
20221025,0,3
20221026,3,2
20221027,3,2
20221028,4,2
20221031,4,3
20221101,1,4
20221102,3,4
20221103,3,4
20221104,4,2
20221107,4,2
20221108,4,3
20221109,0,4
20221110,0,4
20221111,0,4
20221114,2,3
20221115,4,3
20221116,4,0
20221117,3,2
20221118,3,2
20221121,0,4
20221122,0,3
20221123,4,3
20221124,3,2
20221125,3,2
20221128,3,2
20221129,4,2
20221130,0,4
20221201,0,3
20221202,0,2
20221205,1,2
20221206,1,0
20221207,1,4
20221208,2,3
20221209,0,2
20221212,0,2
20221213,0,2
20221214,3,4
20221215,1,4
20221216,1,1
20221219,0,3
20221220,0,2
20221221,0,4
20221222,4,4
20221223,3,4
20221226,3,3
20221227,2,3
20221228,0,2
20221229,0,4
20221230,3,0
20230103,3,0
20230104,4,3
20230105,0,3
20230106,1,4
20230109,1,4
20230110,3,4
20230111,3,0
20230112,4,4
20230113,4,2
20230116,0,2
20230117,3,3
20230118,1,3
20230119,1,3
20230120,4,4
20230130,0,4
20230131,0,1
20230201,3,3
20230202,1,1
20230203,1,2
20230206,0,1
20230207,0,1
20230208,4,1
20230209,3,1
20230210,2,1
20230213,0,1
20230214,0,1
20230215,2,1
20230216,4,4
20230217,1,2
20230220,0,2
20230221,1,2
20230222,4,2
20230223,4,4
20230224,4,1
20230227,1,1
20230228,1,3
20230301,1,4
20230302,2,4
