zhongzi,ARR
2,2.384571753878557
3,-0.43581599234044144
4,0.421616304748927
9,0.21003040223804326
14,0.4699976558778587
15,-0.5735604393828807
16,0.11684373867320352
20,0.19022631785332877
27,0.26684779456769436
28,-0.6686918513232383
29,-0.5887138822064872
35,-0.2734379726980549
37,1.8873007434306874
39,0.5146685596161602
41,-0.7627735138804088
42,1.9564712438950136
43,-0.7411180876271841
44,-0.36207724448082756
47,2.1364823819508896
50,-0.5594626408747683
52,0.9338140403732511
55,1.2867926674965133
56,-0.5247482370108614
59,-0.3306670569092196
69,0.3182922848160863
73,-0.012039632067561423
75,-0.566337888973525
82,1.312211823951491
89,0.2755239315070144
91,3.248115283024421
94,-0.6656648394664368
95,-0.27038531897495977
97,1.330692768750016
98,0.5145820069032516
100,0.2757376200584578
102,-0.6741555198573654
103,0.5759361996297523
106,1.1637069644604447
107,-0.5365374832860158
111,2.7983859372097375
119,2.7521080343471196
120,-0.5900365245327284
122,1.910195969696086
124,-0.20839017615721533
137,0.11266472870079047
139,-0.3791600199206451
146,-0.5587766707335499
148,0.7451698108965956
158,2.0089001191984446
172,1.4858767742840273
173,-0.3781981010010612
174,0.30164828677626243
177,0.3801856060781019
179,-0.040391813707500446
180,0.11429862158146542
185,-0.7564847917782448
186,-0.31895078456055015
191,-0.43290002066875477
193,1.9049150080162063
194,-0.41494333332378686
195,1.1847643392949938
196,-0.40388092023636546
201,-0.6427794834484739
202,0.9814961238979434
204,-0.11009649857959325
205,-0.7034775394906707
206,-0.15981448160227907
207,-0.7179780269319422
211,3.341990607840944
213,-0.6411960401255141
220,-0.17136866665109418
225,-0.6633333094464664
226,-0.7683256598867352
228,-0.5055965975771277
233,1.8089081274876522
241,0.06025976029578284
242,-0.17477462967309787
243,0.8650096103162039
245,0.32661780996862055
249,-0.47090584689796944
250,0.1580609350444222
257,2.7768442534247164
261,-0.8302736646484565
262,1.224529629920721
266,1.569455298827708
268,-0.1314245029218375
272,0.7144151339249076
278,-0.7503431139985571
279,-0.6148403747637743
281,0.03999591176478057
283,0.9666084469254159
287,4.927465059165431
291,-0.4785563022282493
293,2.8979664688861555
294,-0.1969809136552344
295,-0.4007494946228377
296,0.5847916502852362
307,-0.3365598886507608
308,-0.24706810791008071
310,-0.41602166210178015
312,-0.7465447089387398
314,-0.39322105266440377
315,0.4094228383011276
316,-0.12002442097306698
317,0.5704757077760982
318,-0.38253625626436694
322,-0.6226461248377517
324,0.23973577078443853
326,0.6510608073314443
329,-0.5944645300893537
332,-0.22175002972317504
333,5.429467235597326
334,1.8282844724949459
337,-0.22054378234285532
341,-0.10752515911345872
343,0.3004569772591448
350,-0.1841198467008931
352,-0.6756991298054434
354,0.13588282675981067
355,1.712939588944025
356,-0.39275382533368197
358,3.273928457768691
361,1.5287808729381376
365,-0.5524829242993581
373,1.625712968910622
375,-0.3569627396959576
384,0.9140793181807387
389,-0.3231096757736748
390,-0.35817838004805735
391,-0.19208450659865384
393,0.13693398948494062
394,-0.2501944920104442
395,-0.5966900775504806
396,-0.6629986428174495
400,1.3655134399854667
406,-0.44591315754343364
407,2.247593549973063
411,0.7564667774650398
416,0.3473754862451317
